user_index,Covariate1,Covariate2,Covariate3,price_item_0,price_item_1,item_bought
0,0.7831548538488133,2.378872493477466,8.34215053511491,72.78508359402255,37.00739409931975,1
1,4.127141991590051,4.024276119767342,12.50146412083494,51.414629179268736,54.02107012199161,-1
2,2.483091415744541,8.986872848897344,7.125809917312711,31.88549948463228,37.6834722740611,0
3,1.5345692955529806,6.114015110280284,6.88525793300927,44.7812988501043,61.87034049153939,-1
4,5.5998788568294025,6.106287945843909,7.010118328696553,37.95578854221283,63.11402717405977,0
5,2.2886824661173293,4.044061430063829,10.049539008483018,60.3639330879823,93.44337414553107,-1
6,0.2789465274106644,1.1387050823992673,23.085968788168078,55.02240696612595,37.18948478542615,1
7,0.2070671682507806,4.4383853620765485,5.281454553326062,40.19789344585095,78.46912575940071,-1
8,2.762341632727946,2.4349596102535616,13.139640301019652,44.58145323724909,46.25694524708765,1
9,1.0668457241811322,7.568023782592235,5.050276246461644,39.53204892615503,41.19229022492548,-1
10,5.3222406781048095,2.6313401088662687,12.560394996347284,37.13626376504593,134.4853965281135,0
11,0.768056564039008,2.600022792979022,5.633021842531671,96.80357817374274,38.8789442968384,1
12,0.775268449457001,0.3353560459259281,8.722263768423337,40.94208951137122,55.2349174744533,1
13,6.475802827960069,2.825142201773845,5.136159320660277,39.22032421931982,40.63465756674723,1
14,2.506587707845392,5.804361731424142,6.878021000032788,52.147084154793376,49.69815406975938,-1
15,3.748684574336651,1.4077963374804805,23.32692172286472,54.51888074690829,36.02546782625099,1
16,6.920024533134968,0.4087080155110628,9.45144813281956,54.490144213234124,44.15439210008871,1
17,2.432341502701799,1.1226848876811373,35.30191482389473,88.98577612158357,60.748672529876465,1
18,4.876884535330692,0.2915002237633082,8.384396905107886,43.97695894030869,53.211492602131266,1
19,6.49898405874544,2.719020346883946,6.202694976748337,47.47749738482657,39.72213033130136,1
20,5.106946756258695,1.334088991426378,4.848609090898062,13.679156948211086,81.45924856526898,0
21,7.731645997578721,1.8385733540141849,8.600452113862483,37.69977404862857,62.832866103295615,0
22,7.247469826366347,5.877609893922755,5.309563239384157,48.3116081185622,29.32971192026784,1
23,3.5518940331440723,3.871768034871878,10.223325932101297,51.33829472364961,45.96857208420912,1
24,4.977285630649957,5.857939722627335,15.59159725549506,44.27633996490956,95.41692522439718,-1
25,1.301879554030034,5.140295149425072,8.42293666912238,50.16966526475735,43.336768331342725,-1
26,4.491589610267619,0.8779816180921605,9.093036978663664,56.9723176947115,46.8171155415032,1
27,4.668654649760766,4.2595935736306245,7.713288812541348,48.08662727902172,13.775928586255217,1
28,3.30889728491392,0.1481257888549974,5.606885417456565,15.004718761296715,61.91415480606407,1
29,2.3781629924721743,1.510634655066383,4.063460385108851,18.134760907703615,72.11228283375084,0
30,0.7869876187956224,3.019149793341028,13.10704437442024,41.257495142089425,50.945305356568134,0
31,1.774285084721703,0.1529554778152491,6.9652634866860526,43.8794994926264,37.16037725879525,1
32,0.6299290944435938,6.093463684592171,4.734976594050535,76.08571809406851,52.98972862192554,-1
33,3.0126343246575225,5.129396569700504,6.099915844625559,41.765644449552994,35.65095462740995,1
34,1.537443241397139,0.8354549354855669,7.740412518812808,50.993093307363694,47.924944627439515,1
35,0.4486154555574489,3.3777304777742114,6.245919102466512,39.345745410586126,40.64286526931939,-1
36,3.585931531024348,1.7116307956035606,4.597532182721078,61.99961270742893,37.11681863328848,1
37,0.2762917589742281,2.0259334187043434,5.87415953062337,43.219174950105625,53.471593976792185,-1
38,3.484903515552699,1.3605583437509765,8.952890649974348,37.47108443424358,26.720360915660244,1
39,5.254889782575681,1.2181906965750209,5.093379541525292,43.67820760691913,39.981197201834135,1
40,1.3322968409292932,3.666540942763472,5.313547995716272,44.07489849502149,40.469033405195276,1
41,10.771209078279034,0.814779843246241,10.653041330036109,74.2125977505383,44.93477609269758,1
42,3.017344148922094,2.187272767543231,3.5051642187900827,57.62542380725223,35.05046126416569,1
43,7.316092372425423,4.568153001966871,1.9802092117912944,42.867883379188434,14.044997864773636,1
44,0.999025640203142,8.66986280712202,7.124516608090215,38.615025167318905,8.7067805091119,1
45,2.971334864495086,8.009727647182824,8.991843506737379,8.557831634730563,49.451776964437514,0
46,1.886002524733081,3.0926493050611765,14.319451938859082,52.7496501336339,112.36778418583049,-1
47,3.4914502379485404,4.47187453191705,9.980518350285212,58.00897722394873,38.96017546439333,1
48,4.212771676966694,2.66224406879612,1.8705730959358893,51.75220695148054,155.45498000402534,-1
49,6.450115195478376,4.033750975458183,13.157568239154944,37.92700165302816,44.16807541888005,0
50,3.892666658252918,2.5414652060565435,5.393264465738411,65.2114914826741,55.494180345461615,-1
51,4.730421827872307,1.6121693954281633,8.325623867258368,10.52945723435316,14.90461371552838,1
52,3.200342805606067,1.251415182038598,7.541151275588226,54.20504459460983,25.627002567112697,1
53,3.9786872535975935,5.85709842416461,4.463197828937926,37.17942625075558,58.106271218525855,0
54,0.0530859640721642,0.0390144508844069,5.033483115977559,178.7476864708597,34.756074629109484,-1
55,6.227413380872068,0.8098028132338613,10.659983952436717,55.59826670806041,45.525862602161666,1
56,3.5541541079331123,1.618987728016842,15.692710391848635,10.067458678433649,86.92960637430198,0
57,0.9393797311749494,6.322988419145018,7.85712983569607,50.83636384049662,42.26293290198944,-1
58,6.190424866706838,2.8514733426262286,2.4884517690502785,101.57628417820445,50.83223617873259,-1
59,8.026915969379026,9.99183205625047,23.694469784736388,63.739270015867234,65.56645771863744,-1
60,0.1831196516004998,6.376893286339653,11.214576766999778,47.74897038345664,105.80526580881916,-1
61,2.2028730894181394,2.612106415818632,4.435056504287101,54.121131489814985,47.613165966821136,-1
62,3.482433135087349,3.215433709911925,16.44048208369647,43.54254259023684,47.540482197634745,1
63,5.550382309097308,3.953207789725332,5.068238540874994,48.53164280962982,101.31384662639003,-1
64,0.1145613959293715,1.1087636475485885,5.006183164708281,49.274145747351334,39.679742244689635,-1
65,0.5994891977570848,3.2654339353883173,9.343164464335104,43.5616127542619,50.46909389574662,-1
66,0.5073982297355619,0.0681631793231467,7.224984921826072,49.52967468859475,45.957842448868846,1
67,1.332513598633161,4.989202408203968,6.464547187165824,64.64175848138893,73.7404337074185,-1
68,8.721506725408265,3.3875040630458386,8.233521940280884,52.72485455996091,47.522538731782774,1
69,1.6919041246940043,1.955963654871005,18.94822033725426,84.98780044757461,51.135072353874946,1
70,0.4569085240480345,0.3040170280098358,21.485076136364366,44.32755095730755,50.38318239337972,1
71,0.1923389740950939,6.632619484292275,7.210594289139167,52.96806663320318,44.139102440043054,-1
72,0.8139783397221532,5.279799946319193,5.089347568314672,78.52927018572976,39.87239065811853,-1
73,1.9338576574783213,5.7545685923319,49.47430502430653,50.01070841110146,38.13241248321492,1
74,0.0645517610595337,2.9534266016828585,5.109407159025928,75.56408839488117,45.41165771199652,-1
75,2.7265131786490846,4.025422373573189,6.287781389826685,126.10384390804657,28.00895042716056,1
76,1.9301454881751567,3.92066388689328,4.776432270362169,56.96300885375295,25.48840786530967,1
77,3.3984617488999724,0.2202555864561581,10.615793248216448,41.37815795893123,47.82671951569037,1
78,4.607062369088015,0.301169456645287,10.343765413246114,44.79395239552471,50.67944096544628,1
79,2.9814104173773326,0.0959212164978786,3.210699711446452,33.00787603348654,51.01535780733122,1
80,2.497119165260492,6.043835843583301,12.689065835026032,44.152718009075876,36.170977367160305,1
81,2.538701753800008,1.548441357070851,6.381167107740739,27.905896464058156,45.654092201754516,0
82,5.264630982558348,1.7317375474179089,5.7956880801539326,38.26673458556552,52.752797815462586,0
83,1.3530821279883614,1.8607074763764029,74.67135817293254,40.638783903486875,46.83287933978259,1
84,2.257649183536837,1.0062019851408843,12.40804845497198,41.729844629024676,44.40469674371077,1
85,2.8751291659291387,7.172686345391274,1.795138515294053,39.35938115467205,47.55739645845878,-1
86,1.8888748696647348,2.625006085995945,13.26380395350274,42.41575435679703,59.908581401181856,0
87,4.088462815393499,3.5779798055181606,5.897491534219985,6.610057192281964,66.46587060077734,0
88,0.2195882577423934,1.563639005955774,8.436689137829125,52.06658374565563,57.0179647680674,-1
89,2.1785617063437552,0.4229059719910868,3.411167459155082,46.297291179544466,43.58946651211485,1
